Calculation1,School,City,County/State/ Territory,Count,All,African American,American Indian,Hispanic/ Latinx,Pacific Islander,Asian,White,Domestic Unknown,Int'l
LAGUNA BEACH HIGH SCHOOL51320,LAGUNA BEACH HIGH SCHOOL,Laguna Beach,Orange,Adm,69,,,14,,20,26,5,
LAGUNA BEACH HIGH SCHOOL51320,LAGUNA BEACH HIGH SCHOOL,Laguna Beach,Orange,Enr,29,,,5,,8,11,,
LAGUNA CREEK HIGH SCHOOL50829,LAGUNA CREEK HIGH SCHOOL,Elk Grove,Sacramento,App,132,23,,28,,54,22,,
LAGUNA CREEK HIGH SCHOOL50829,LAGUNA CREEK HIGH SCHOOL,Elk Grove,Sacramento,Adm,81,14,,13,,32,19,,
LAGUNA CREEK HIGH SCHOOL50829,LAGUNA CREEK HIGH SCHOOL,Elk Grove,Sacramento,Enr,41,6,,10,,16,9,,
LAGUNA HIGH SCHOOL53363,LAGUNA HIGH SCHOOL,Forestville,Sonoma,App,,,,,,,,,
LAGUNA HIGH SCHOOL53363,LAGUNA HIGH SCHOOL,Forestville,Sonoma,Adm,,,,,,,,,
LAGUNA HIGH SCHOOL53363,LAGUNA HIGH SCHOOL,Forestville,Sonoma,Enr,,,,,,,,,
LAGUNA HILLS HIGH SCHOOL51369,LAGUNA HILLS HIGH SCHOOL,Laguna Hills,Orange,App,86,,,28,,20,34,,
LAGUNA HILLS HIGH SCHOOL51369,LAGUNA HILLS HIGH SCHOOL,Laguna Hills,Orange,Adm,60,,,16,,15,26,,
LAGUNA HILLS HIGH SCHOOL51369,LAGUNA HILLS HIGH SCHOOL,Laguna Hills,Orange,Enr,33,,,11,,9,11,,
LAKE BALBOA COLLEGE PREP K-1252154,LAKE BALBOA COLLEGE PREP K-12,Van Nuys,Los Angeles,App,23,,,7,,,12,,
LAKE BALBOA COLLEGE PREP K-1252154,LAKE BALBOA COLLEGE PREP K-12,Van Nuys,Los Angeles,Adm,21,,,7,,,11,,
LAKE BALBOA COLLEGE PREP K-1252154,LAKE BALBOA COLLEGE PREP K-12,Van Nuys,Los Angeles,Enr,13,,,3,,,7,,
LAKE VIEW CHARTER SCHOOL53185,LAKE VIEW CHARTER SCHOOL,Orland,Glenn,App,,,,,,,,,
LAKE VIEW CHARTER SCHOOL53185,LAKE VIEW CHARTER SCHOOL,Orland,Glenn,Adm,,,,,,,,,
LAKE VIEW CHARTER SCHOOL53185,LAKE VIEW CHARTER SCHOOL,Orland,Glenn,Enr,,,,,,,,,
LAKESIDE HIGH SCHOOL53995,LAKESIDE HIGH SCHOOL,Lake Elsinore,Riverside,App,67,7,,41,,8,9,,
LAKESIDE HIGH SCHOOL53995,LAKESIDE HIGH SCHOOL,Lake Elsinore,Riverside,Adm,45,4,,27,,6,7,,
LAKESIDE HIGH SCHOOL53995,LAKESIDE HIGH SCHOOL,Lake Elsinore,Riverside,Enr,17,,,9,,3,3,,
LAKEVIEW LEADERSHIP ACADEMY54979,LAKEVIEW LEADERSHIP ACADEMY,Victorville,San Bernardino,App,,,,,,,,,
LAKEVIEW LEADERSHIP ACADEMY54979,LAKEVIEW LEADERSHIP ACADEMY,Victorville,San Bernardino,Adm,,,,,,,,,
LAKEVIEW LEADERSHIP ACADEMY54979,LAKEVIEW LEADERSHIP ACADEMY,Victorville,San Bernardino,Enr,,,,,,,,,
LAKEWOOD HIGH SCHOOL51347,LAKEWOOD HIGH SCHOOL,Lakewood,Los Angeles,App,156,23,,82,,34,14,,
LAKEWOOD HIGH SCHOOL51347,LAKEWOOD HIGH SCHOOL,Lakewood,Los Angeles,Adm,88,8,,53,,19,8,,
LAKEWOOD HIGH SCHOOL51347,LAKEWOOD HIGH SCHOOL,Lakewood,Los Angeles,Enr,43,6,,21,,10,6,,
LANCASTER HIGH SCHOOL51412,LANCASTER HIGH SCHOOL,Lancaster,Los Angeles,App,67,19,,35,,,8,,
LANCASTER HIGH SCHOOL51412,LANCASTER HIGH SCHOOL,Lancaster,Los Angeles,Adm,37,8,,19,,,5,,
LANCASTER HIGH SCHOOL51412,LANCASTER HIGH SCHOOL,Lancaster,Los Angeles,Enr,17,3,,8,,,,,
LARCHMONT CHARTER SCHOOL54683,LARCHMONT CHARTER SCHOOL,Los Angeles,Los Angeles,App,56,,,12,,29,9,,
LARCHMONT CHARTER SCHOOL54683,LARCHMONT CHARTER SCHOOL,Los Angeles,Los Angeles,Adm,42,,,8,,23,8,,
LARCHMONT CHARTER SCHOOL54683,LARCHMONT CHARTER SCHOOL,Los Angeles,Los Angeles,Enr,21,,,5,,10,4,,
LAS FLORES HIGH SCHOOL52799,LAS FLORES HIGH SCHOOL,Sacramento,Sacramento,App,,,,,,,,,
LAS FLORES HIGH SCHOOL52799,LAS FLORES HIGH SCHOOL,Sacramento,Sacramento,Adm,,,,,,,,,
LAS FLORES HIGH SCHOOL52799,LAS FLORES HIGH SCHOOL,Sacramento,Sacramento,Enr,,,,,,,,,
LAS FLORES HOME EDUC INDPNDNT50521,LAS FLORES HOME EDUC INDPNDNT,Bellflower,Los Angeles,App,,,,,,,,,
LAS FLORES HOME EDUC INDPNDNT50521,LAS FLORES HOME EDUC INDPNDNT,Bellflower,Los Angeles,Adm,,,,,,,,,
LAS FLORES HOME EDUC INDPNDNT50521,LAS FLORES HOME EDUC INDPNDNT,Bellflower,Los Angeles,Enr,,,,,,,,,
LAS LOMAS HIGH SCHOOL53680,LAS LOMAS HIGH SCHOOL,Walnut Creek,Contra Costa,App,182,5,,25,,59,86,,
LAS LOMAS HIGH SCHOOL53680,LAS LOMAS HIGH SCHOOL,Walnut Creek,Contra Costa,Adm,131,3,,14,,47,60,,
LAS LOMAS HIGH SCHOOL53680,LAS LOMAS HIGH SCHOOL,Walnut Creek,Contra Costa,Enr,66,,,5,,25,30,,
LAS PLUMAS HIGH SCHOOL52293,LAS PLUMAS HIGH SCHOOL,Oroville,Butte,App,16,,,,,7,,,
LAS PLUMAS HIGH SCHOOL52293,LAS PLUMAS HIGH SCHOOL,Oroville,Butte,Adm,13,,,,,4,,,
LAS PLUMAS HIGH SCHOOL52293,LAS PLUMAS HIGH SCHOOL,Oroville,Butte,Enr,10,,,,,3,,,
LASSEN HIGH SCHOOL53470,LASSEN HIGH SCHOOL,Susanville,Lassen,App,8,,,,,,,,
LASSEN HIGH SCHOOL53470,LASSEN HIGH SCHOOL,Susanville,Lassen,Adm,4,,,,,,,,
LASSEN HIGH SCHOOL53470,LASSEN HIGH SCHOOL,Susanville,Lassen,Enr,,,,,,,,,
LATHROP HIGH SCHOOL54267,LATHROP HIGH SCHOOL,Lathrop,San Joaquin,App,68,8,,26,,29,5,,
LATHROP HIGH SCHOOL54267,LATHROP HIGH SCHOOL,Lathrop,San Joaquin,Adm,52,8,,18,,22,4,,
LATHROP HIGH SCHOOL54267,LATHROP HIGH SCHOOL,Lathrop,San Joaquin,Enr,30,4,,9,,15,,,
LATINO COLLEGE PREP ACADEMY53208,LATINO COLLEGE PREP ACADEMY,San Jose,Santa Clara,App,24,,,23,,,,,
LATINO COLLEGE PREP ACADEMY53208,LATINO COLLEGE PREP ACADEMY,San Jose,Santa Clara,Adm,15,,,,,,,,
LATINO COLLEGE PREP ACADEMY53208,LATINO COLLEGE PREP ACADEMY,San Jose,Santa Clara,Enr,4,,,,,,,,
LATITUDE 37.8 HS MERRITT COLLEGE51689,LATITUDE 37.8 HS MERRITT COLLEGE,Oakland,Alameda,App,19,6,,9,,,,,
LATITUDE 37.8 HS MERRITT COLLEGE51689,LATITUDE 37.8 HS MERRITT COLLEGE,Oakland,Alameda,Adm,12,,,6,,,,,
LATITUDE 37.8 HS MERRITT COLLEGE51689,LATITUDE 37.8 HS MERRITT COLLEGE,Oakland,Alameda,Enr,9,,,6,,,,,
LATON HIGH SCHOOL51363,LATON HIGH SCHOOL,Laton,Fresno,App,,,,,,,,,
LATON HIGH SCHOOL51363,LATON HIGH SCHOOL,Laton,Fresno,Adm,,,,,,,,,
LATON HIGH SCHOOL51363,LATON HIGH SCHOOL,Laton,Fresno,Enr,,,,,,,,,
LAUNCH VIRTUAL ACADEMY55046,LAUNCH VIRTUAL ACADEMY,San Diego,San Diego,App,7,,,,,,,,
LAUNCH VIRTUAL ACADEMY55046,LAUNCH VIRTUAL ACADEMY,San Diego,San Diego,Adm,4,,,,,,,,
LAUNCH VIRTUAL ACADEMY55046,LAUNCH VIRTUAL ACADEMY,San Diego,San Diego,Enr,,,,,,,,,
LAWNDALE HIGH SCHOOL51431,LAWNDALE HIGH SCHOOL,Lawndale,Los Angeles,App,145,40,,91,,13,,,
LAWNDALE HIGH SCHOOL51431,LAWNDALE HIGH SCHOOL,Lawndale,Los Angeles,Adm,94,24,,58,,11,,,
LAWNDALE HIGH SCHOOL51431,LAWNDALE HIGH SCHOOL,Lawndale,Los Angeles,Enr,52,13,,32,,7,,,
LAYTONVILLE HIGH SCHOOL51380,LAYTONVILLE HIGH SCHOOL,Laytonville,Mendocino,App,,,,,,,,,
LAYTONVILLE HIGH SCHOOL51380,LAYTONVILLE HIGH SCHOOL,Laytonville,Mendocino,Adm,,,,,,,,,
LAYTONVILLE HIGH SCHOOL51380,LAYTONVILLE HIGH SCHOOL,Laytonville,Mendocino,Enr,,,,,,,,,
LE GRAND UNION HIGH SCHOOL51395,LE GRAND UNION HIGH SCHOOL,Le Grand,Merced,App,36,,,34,,,,,
LE GRAND UNION HIGH SCHOOL51395,LE GRAND UNION HIGH SCHOOL,Le Grand,Merced,Adm,32,,,30,,,,,
LE GRAND UNION HIGH SCHOOL51395,LE GRAND UNION HIGH SCHOOL,Le Grand,Merced,Enr,22,,,,,,,,
LEADERSHIP HIGH SCHOOL52968,LEADERSHIP HIGH SCHOOL,San Francisco,San Francisco,App,,,,,,,,,
LEADERSHIP HIGH SCHOOL52968,LEADERSHIP HIGH SCHOOL,San Francisco,San Francisco,Adm,,,,,,,,,
LEADERSHIP HIGH SCHOOL52968,LEADERSHIP HIGH SCHOOL,San Francisco,San Francisco,Enr,,,,,,,,,
LEADERSHIP MILITARY ACADEMY54763,LEADERSHIP MILITARY ACADEMY,Moreno Valley,Riverside,App,7,,,5,,,,,
LEADERSHIP MILITARY ACADEMY54763,LEADERSHIP MILITARY ACADEMY,Moreno Valley,Riverside,Adm,4,,,,,,,,
LEADERSHIP MILITARY ACADEMY54763,LEADERSHIP MILITARY ACADEMY,Moreno Valley,Riverside,Enr,,,,,,,,,
LEADERSHIP PUB SCH COLG PARK54140,LEADERSHIP PUB SCH COLG PARK,Oakland,Alameda,App,,,,,,,,,
LEADERSHIP PUB SCH COLG PARK54140,LEADERSHIP PUB SCH COLG PARK,Oakland,Alameda,Adm,,,,,,,,,
LEADERSHIP PUB SCH COLG PARK54140,LEADERSHIP PUB SCH COLG PARK,Oakland,Alameda,Enr,,,,,,,,,
LEADERSHIP PUBLIC SCH HAYWARD51231,LEADERSHIP PUBLIC SCH HAYWARD,Hayward,Alameda,App,55,,,32,,17,,,
LEADERSHIP PUBLIC SCH HAYWARD51231,LEADERSHIP PUBLIC SCH HAYWARD,Hayward,Alameda,Adm,36,,,20,,11,,,
LEADERSHIP PUBLIC SCH HAYWARD51231,LEADERSHIP PUBLIC SCH HAYWARD,Hayward,Alameda,Enr,22,,,11,,8,,,
LEADERSHIP PUBLIC SCH RICHMOND53970,LEADERSHIP PUBLIC SCH RICHMOND,Richmond,Contra Costa,App,44,,,40,,,,,
LEADERSHIP PUBLIC SCH RICHMOND53970,LEADERSHIP PUBLIC SCH RICHMOND,Richmond,Contra Costa,Adm,30,,,28,,,,,
LEADERSHIP PUBLIC SCH RICHMOND53970,LEADERSHIP PUBLIC SCH RICHMOND,Richmond,Contra Costa,Enr,16,,,14,,,,,
LEADERSHIP&PUBLIC SVC VIRTUAL ACA55449,LEADERSHIP&PUBLIC SVC VIRTUAL ACA,Los Angeles,Los Angeles,App,,,,,,,,,
LEADERSHIP&PUBLIC SVC VIRTUAL ACA55449,LEADERSHIP&PUBLIC SVC VIRTUAL ACA,Los Angeles,Los Angeles,Adm,,,,,,,,,
LEADERSHIP&PUBLIC SVC VIRTUAL ACA55449,LEADERSHIP&PUBLIC SVC VIRTUAL ACA,Los Angeles,Los Angeles,Enr,,,,,,,,,
LEARNING CHOICE - CHULA VISTA54926,LEARNING CHOICE - CHULA VISTA,Chula Vista,San Diego,App,6,,,,,,,,
LEARNING CHOICE - CHULA VISTA54926,LEARNING CHOICE - CHULA VISTA,Chula Vista,San Diego,Adm,,,,,,,,,
LEARNING CHOICE - CHULA VISTA54926,LEARNING CHOICE - CHULA VISTA,Chula Vista,San Diego,Enr,,,,,,,,,
LEARNING CHOICE ACADEMY53922,LEARNING CHOICE ACADEMY,La Mesa,San Diego,App,5,,,,,,,,
LEARNING CHOICE ACADEMY53922,LEARNING CHOICE ACADEMY,La Mesa,San Diego,Adm,3,,,,,,,,
LEARNING CHOICE ACADEMY53922,LEARNING CHOICE ACADEMY,La Mesa,San Diego,Enr,,,,,,,,,
LEARNING FOR LIFE CHARTER SCHL54404,LEARNING FOR LIFE CHARTER SCHL,Marina,Monterey,App,,,,,,,,,
LEARNING FOR LIFE CHARTER SCHL54404,LEARNING FOR LIFE CHARTER SCHL,Marina,Monterey,Adm,,,,,,,,,
LEARNING FOR LIFE CHARTER SCHL54404,LEARNING FOR LIFE CHARTER SCHL,Marina,Monterey,Enr,,,,,,,,,
LEARNING POST ACADEMY53361,LEARNING POST ACADEMY,Santa Clarita,Los Angeles,App,12,,,,,5,,,
LEARNING POST ACADEMY53361,LEARNING POST ACADEMY,Santa Clarita,Los Angeles,Adm,5,,,,,3,,,
LEARNING POST ACADEMY53361,LEARNING POST ACADEMY,Santa Clarita,Los Angeles,Enr,,,,,,,,,
LEE VINING HIGH SCHOOL51385,LEE VINING HIGH SCHOOL,Lee Vining,Mono,App,,,,,,,,,
LEE VINING HIGH SCHOOL51385,LEE VINING HIGH SCHOOL,Lee Vining,Mono,Adm,,,,,,,,,
LEE VINING HIGH SCHOOL51385,LEE VINING HIGH SCHOOL,Lee Vining,Mono,Enr,,,,,,,,,
LEGACY COLLEGE PREP51935,LEGACY COLLEGE PREP,Santa Ana,Orange,App,51,,,50,,,,,
LEGACY COLLEGE PREP51935,LEGACY COLLEGE PREP,Santa Ana,Orange,Adm,36,,,35,,,,,
LEGACY COLLEGE PREP51935,LEGACY COLLEGE PREP,Santa Ana,Orange,Enr,13,,,12,,,,,
LEGACY HIGH SCHOOL VAPA54642,LEGACY HIGH SCHOOL VAPA,South Gate,Los Angeles,App,24,,,,,,,,
LEGACY HIGH SCHOOL VAPA54642,LEGACY HIGH SCHOOL VAPA,South Gate,Los Angeles,Adm,11,,,,,,,,
LEGACY HIGH SCHOOL VAPA54642,LEGACY HIGH SCHOOL VAPA,South Gate,Los Angeles,Enr,3,,,,,,,,
LEIGH HIGH SCHOOL53092,LEIGH HIGH SCHOOL,San Jose,Santa Clara,App,194,,,12,,101,67,11,
LEIGH HIGH SCHOOL53092,LEIGH HIGH SCHOOL,San Jose,Santa Clara,Adm,127,,,8,,75,32,,
LEIGH HIGH SCHOOL53092,LEIGH HIGH SCHOOL,San Jose,Santa Clara,Enr,63,,,,,38,17,,
LELAND HIGH SCHOOL53091,LELAND HIGH SCHOOL,San Jose,Santa Clara,App,246,,,10,,173,44,15,
LELAND HIGH SCHOOL53091,LELAND HIGH SCHOOL,San Jose,Santa Clara,Adm,189,,,7,,141,24,13,
LELAND HIGH SCHOOL53091,LELAND HIGH SCHOOL,San Jose,Santa Clara,Enr,89,,,3,,67,9,8,
LEMOORE MIDDLE COLLEGE HIGH SC51536,LEMOORE MIDDLE COLLEGE HIGH SC,Lemoore,Kings,App,17,,,11,,,,,
LEMOORE MIDDLE COLLEGE HIGH SC51536,LEMOORE MIDDLE COLLEGE HIGH SC,Lemoore,Kings,Adm,14,,,8,,,,,
LEMOORE MIDDLE COLLEGE HIGH SC51536,LEMOORE MIDDLE COLLEGE HIGH SC,Lemoore,Kings,Enr,5,,,,,,,,
LEMOORE ONLINE COLLEGE PREP HS51746,LEMOORE ONLINE COLLEGE PREP HS,Lemoore,Kings,App,6,,,,,,,,
LEMOORE ONLINE COLLEGE PREP HS51746,LEMOORE ONLINE COLLEGE PREP HS,Lemoore,Kings,Adm,,,,,,,,,
LEMOORE ONLINE COLLEGE PREP HS51746,LEMOORE ONLINE COLLEGE PREP HS,Lemoore,Kings,Enr,,,,,,,,,
LEMOORE UNION HIGH SCHOOL51400,LEMOORE UNION HIGH SCHOOL,Lemoore,Kings,App,51,,,24,,10,12,,
LEMOORE UNION HIGH SCHOOL51400,LEMOORE UNION HIGH SCHOOL,Lemoore,Kings,Adm,37,,,20,,8,7,,
LEMOORE UNION HIGH SCHOOL51400,LEMOORE UNION HIGH SCHOOL,Lemoore,Kings,Enr,17,,,12,,3,,,
LENNOX MATH SCIENCE TECH ACAD51498,LENNOX MATH SCIENCE TECH ACAD,Inglewood,Los Angeles,App,84,,,80,,,,,
LENNOX MATH SCIENCE TECH ACAD51498,LENNOX MATH SCIENCE TECH ACAD,Inglewood,Los Angeles,Adm,61,,,58,,,,,
LENNOX MATH SCIENCE TECH ACAD51498,LENNOX MATH SCIENCE TECH ACAD,Inglewood,Los Angeles,Enr,21,,,,,,,,
LEROY GREENE ACADEMY54812,LEROY GREENE ACADEMY,Sacramento,Sacramento,App,16,,,9,,,,,
LEROY GREENE ACADEMY54812,LEROY GREENE ACADEMY,Sacramento,Sacramento,Adm,11,,,5,,,,,
LEROY GREENE ACADEMY54812,LEROY GREENE ACADEMY,Sacramento,Sacramento,Enr,10,,,5,,,,,
LEUZINGER HIGH SCHOOL51375,LEUZINGER HIGH SCHOOL,Lawndale,Los Angeles,App,86,17,,51,,14,,,
LEUZINGER HIGH SCHOOL51375,LEUZINGER HIGH SCHOOL,Lawndale,Los Angeles,Adm,56,9,,33,,12,,,
LEUZINGER HIGH SCHOOL51375,LEUZINGER HIGH SCHOOL,Lawndale,Los Angeles,Enr,30,5,,17,,7,,,
LIBERTY CONTINUATION HS54075,LIBERTY CONTINUATION HS,Paso Robles,San Luis Obispo,App,,,,,,,,,
LIBERTY CONTINUATION HS54075,LIBERTY CONTINUATION HS,Paso Robles,San Luis Obispo,Adm,,,,,,,,,
LIBERTY CONTINUATION HS54075,LIBERTY CONTINUATION HS,Paso Robles,San Luis Obispo,Enr,,,,,,,,,
LIBERTY HIGH SCHOOL50196,LIBERTY HIGH SCHOOL,Bakersfield,Kern,App,82,,,33,,18,23,,
LIBERTY HIGH SCHOOL50196,LIBERTY HIGH SCHOOL,Bakersfield,Kern,Adm,49,,,21,,9,12,,
LIBERTY HIGH SCHOOL50196,LIBERTY HIGH SCHOOL,Bakersfield,Kern,Enr,24,,,10,,6,6,,
LIBERTY HIGH SCHOOL50375,LIBERTY HIGH SCHOOL,Brentwood,Contra Costa,App,109,12,,36,,17,38,,
LIBERTY HIGH SCHOOL50375,LIBERTY HIGH SCHOOL,Brentwood,Contra Costa,Adm,74,9,,24,,12,26,,
LIBERTY HIGH SCHOOL50375,LIBERTY HIGH SCHOOL,Brentwood,Contra Costa,Enr,43,4,,15,,8,15,,
LIBERTY HIGH SCHOOL51881,LIBERTY HIGH SCHOOL,Madera,Madera,App,22,,,9,,,9,,
LIBERTY HIGH SCHOOL51881,LIBERTY HIGH SCHOOL,Madera,Madera,Adm,16,,,8,,,4,,
LIBERTY HIGH SCHOOL51881,LIBERTY HIGH SCHOOL,Madera,Madera,Enr,9,,,4,,,3,,
LIBERTY HIGH SCHOOL54202,LIBERTY HIGH SCHOOL,San Jose,Santa Clara,App,,,,,,,,,
LIBERTY HIGH SCHOOL54202,LIBERTY HIGH SCHOOL,San Jose,Santa Clara,Adm,,,,,,,,,
LIBERTY HIGH SCHOOL54202,LIBERTY HIGH SCHOOL,San Jose,Santa Clara,Enr,,,,,,,,,
LIBERTY RANCH HIGH SCHOOL54438,LIBERTY RANCH HIGH SCHOOL,Galt,Sacramento,App,40,,,23,,6,8,,
LIBERTY RANCH HIGH SCHOOL54438,LIBERTY RANCH HIGH SCHOOL,Galt,Sacramento,Adm,26,,,12,,6,6,,
LIBERTY RANCH HIGH SCHOOL54438,LIBERTY RANCH HIGH SCHOOL,Galt,Sacramento,Enr,12,,,6,,3,3,,
LIBRA ACADEMY AT LINDA MARQUEZ HS54644,LIBRA ACADEMY AT LINDA MARQUEZ HS,Huntington Park,Los Angeles,App,27,,,,,,,,
LIBRA ACADEMY AT LINDA MARQUEZ HS54644,LIBRA ACADEMY AT LINDA MARQUEZ HS,Huntington Park,Los Angeles,Adm,18,,,,,,,,
LIBRA ACADEMY AT LINDA MARQUEZ HS54644,LIBRA ACADEMY AT LINDA MARQUEZ HS,Huntington Park,Los Angeles,Enr,10,,,,,,,,
LIFE ACADEMY HIGH SCHOOL52212,LIFE ACADEMY HIGH SCHOOL,Oakland,Alameda,App,24,,,23,,,,,
LIFE ACADEMY HIGH SCHOOL52212,LIFE ACADEMY HIGH SCHOOL,Oakland,Alameda,Adm,14,,,13,,,,,
LIFE ACADEMY HIGH SCHOOL52212,LIFE ACADEMY HIGH SCHOOL,Oakland,Alameda,Enr,6,,,,,,,,
LIFELINE EDUCATION CHARTER SCH50899,LIFELINE EDUCATION CHARTER SCH,Compton,Los Angeles,App,19,,,15,,,,,
LIFELINE EDUCATION CHARTER SCH50899,LIFELINE EDUCATION CHARTER SCH,Compton,Los Angeles,Adm,13,,,9,,,,,
LIFELINE EDUCATION CHARTER SCH50899,LIFELINE EDUCATION CHARTER SCH,Compton,Los Angeles,Enr,3,,,,,,,,
LIGHTHOUSE COMMUNITY CHAR HS54151,LIGHTHOUSE COMMUNITY CHAR HS,Oakland,Alameda,App,36,,,31,,,,,
LIGHTHOUSE COMMUNITY CHAR HS54151,LIGHTHOUSE COMMUNITY CHAR HS,Oakland,Alameda,Adm,28,,,27,,,,,
LIGHTHOUSE COMMUNITY CHAR HS54151,LIGHTHOUSE COMMUNITY CHAR HS,Oakland,Alameda,Enr,14,,,13,,,,,
LINCOLN HIGH SCHOOL51405,LINCOLN HIGH SCHOOL,Lincoln,Placer,App,57,5,,16,,8,26,,
LINCOLN HIGH SCHOOL51405,LINCOLN HIGH SCHOOL,Lincoln,Placer,Adm,30,,,11,,6,13,,
LINCOLN HIGH SCHOOL51405,LINCOLN HIGH SCHOOL,Lincoln,Placer,Enr,11,,,6,,4,,,
LINCOLN HIGH SCHOOL53430,LINCOLN HIGH SCHOOL,Stockton,San Joaquin,App,116,18,,36,,36,22,,
LINCOLN HIGH SCHOOL53430,LINCOLN HIGH SCHOOL,Stockton,San Joaquin,Adm,77,12,,23,,26,14,,
LINCOLN HIGH SCHOOL53430,LINCOLN HIGH SCHOOL,Stockton,San Joaquin,Enr,32,4,,11,,12,3,,
LINCOLN HIGH SCHOOL54120,LINCOLN HIGH SCHOOL,San Diego,San Diego,App,61,15,,41,,,,,
LINCOLN HIGH SCHOOL54120,LINCOLN HIGH SCHOOL,San Diego,San Diego,Adm,29,8,,21,,,,,
LINCOLN HIGH SCHOOL54120,LINCOLN HIGH SCHOOL,San Diego,San Diego,Enr,14,3,,11,,,,,
LINDA MARQUEZ HS-SOC JUSTICE54645,LINDA MARQUEZ HS-SOC JUSTICE,Huntington Park,Los Angeles,App,33,,,,,,,,
LINDA MARQUEZ HS-SOC JUSTICE54645,LINDA MARQUEZ HS-SOC JUSTICE,Huntington Park,Los Angeles,Adm,25,,,,,,,,
LINDA MARQUEZ HS-SOC JUSTICE54645,LINDA MARQUEZ HS-SOC JUSTICE,Huntington Park,Los Angeles,Enr,11,,,,,,,,
LINDEN HIGH SCHOOL51410,LINDEN HIGH SCHOOL,Linden,San Joaquin,App,37,,,23,,,10,,
LINDEN HIGH SCHOOL51410,LINDEN HIGH SCHOOL,Linden,San Joaquin,Adm,22,,,14,,,6,,
LINDEN HIGH SCHOOL51410,LINDEN HIGH SCHOOL,Linden,San Joaquin,Enr,13,,,9,,,3,,
LINDHURST HIGH SCHOOL51919,LINDHURST HIGH SCHOOL,Olivehurst,Yuba,App,14,,,11,,,,,
LINDHURST HIGH SCHOOL51919,LINDHURST HIGH SCHOOL,Olivehurst,Yuba,Adm,11,,,8,,,,,
LINDHURST HIGH SCHOOL51919,LINDHURST HIGH SCHOOL,Olivehurst,Yuba,Enr,6,,,4,,,,,
LINDSAY HIGH SCHOOL51415,LINDSAY HIGH SCHOOL,Lindsay,Tulare,App,29,,,26,,,,,
LINDSAY HIGH SCHOOL51415,LINDSAY HIGH SCHOOL,Lindsay,Tulare,Adm,24,,,21,,,,,
LINDSAY HIGH SCHOOL51415,LINDSAY HIGH SCHOOL,Lindsay,Tulare,Enr,12,,,9,,,,,
LITERACY FIRST CHARTER SCHOOLS54304,LITERACY FIRST CHARTER SCHOOLS,Alpine,San Diego,App,8,,,,,,5,,
LITERACY FIRST CHARTER SCHOOLS54304,LITERACY FIRST CHARTER SCHOOLS,Alpine,San Diego,Adm,5,,,,,,4,,
LITERACY FIRST CHARTER SCHOOLS54304,LITERACY FIRST CHARTER SCHOOLS,Alpine,San Diego,Enr,5,,,,,,4,,
LITTLEROCK HIGH SCHOOL51418,LITTLEROCK HIGH SCHOOL,Littlerock,Los Angeles,App,54,,,46,,,,,
LITTLEROCK HIGH SCHOOL51418,LITTLEROCK HIGH SCHOOL,Littlerock,Los Angeles,Adm,29,,,25,,,,,
LITTLEROCK HIGH SCHOOL51418,LITTLEROCK HIGH SCHOOL,Littlerock,Los Angeles,Enr,17,,,15,,,,,
LIVE OAK HIGH SCHOOL51420,LIVE OAK HIGH SCHOOL,Live Oak,Sutter,App,27,,,17,,9,,,
LIVE OAK HIGH SCHOOL51420,LIVE OAK HIGH SCHOOL,Live Oak,Sutter,Adm,17,,,9,,8,,,
LIVE OAK HIGH SCHOOL51420,LIVE OAK HIGH SCHOOL,Live Oak,Sutter,Enr,5,,,,,3,,,
LIVE OAK HIGH SCHOOL52060,LIVE OAK HIGH SCHOOL,Morgan Hill,Santa Clara,App,51,5,,18,,7,19,,
LIVE OAK HIGH SCHOOL52060,LIVE OAK HIGH SCHOOL,Morgan Hill,Santa Clara,Adm,25,,,7,,5,12,,
LIVE OAK HIGH SCHOOL52060,LIVE OAK HIGH SCHOOL,Morgan Hill,Santa Clara,Enr,13,,,3,,,7,,
LIVERMORE HIGH SCHOOL51425,LIVERMORE HIGH SCHOOL,Livermore,Alameda,App,93,,,11,,36,38,,
LIVERMORE HIGH SCHOOL51425,LIVERMORE HIGH SCHOOL,Livermore,Alameda,Adm,68,,,6,,32,25,,
LIVERMORE HIGH SCHOOL51425,LIVERMORE HIGH SCHOOL,Livermore,Alameda,Enr,41,,,3,,24,11,,
LIVINGSTON HIGH SCHOOL51430,LIVINGSTON HIGH SCHOOL,Livingston,Merced,App,48,,,34,,12,,,
LIVINGSTON HIGH SCHOOL51430,LIVINGSTON HIGH SCHOOL,Livingston,Merced,Adm,42,,,29,,12,,,
LIVINGSTON HIGH SCHOOL51430,LIVINGSTON HIGH SCHOOL,Livingston,Merced,Enr,28,,,19,,8,,,
LOARA HIGH SCHOOL50084,LOARA HIGH SCHOOL,Anaheim,Orange,App,79,,,51,,25,,,
LOARA HIGH SCHOOL50084,LOARA HIGH SCHOOL,Anaheim,Orange,Adm,51,,,31,,18,,,
LOARA HIGH SCHOOL50084,LOARA HIGH SCHOOL,Anaheim,Orange,Enr,22,,,8,,14,,,
LODI HIGH SCHOOL51441,LODI HIGH SCHOOL,Lodi,San Joaquin,App,60,,,25,,8,24,,
LODI HIGH SCHOOL51441,LODI HIGH SCHOOL,Lodi,San Joaquin,Adm,40,,,15,,6,17,,
